tweetCreate,tweetId,tweetContent,userName,follower
2022-12-01 02:32:12+00:00,1598142894644555776,"RT @MonstaXmas21:  2022 Wrapped  :   - 
https://t.co/CghSdATgGR
# #MONSTAX #MONSTA_X @OfficialMonstaX # #ShapeO",ariunnu,164
2022-12-01 02:32:12+00:00,1598142894233489408,"RT @kiss_seven7:  Mensaje de artista de Jin para #SpotifyWrapped 2022

: Hola a todos, soy #Jin de BTS. Me gustara expresar mi gratitud",Gracielajimin,142
2022-12-01 02:32:12+00:00,1598142893889585152,"RT @Data_Twice:  #TWICE (@JYPETWICE) was the most streamed female group on Spotify USA in 2022! 
#SpotifyWrapped https://t.co/wXtO59i3Fo",lilacproof,106
2022-12-01 02:32:12+00:00,1598142892241223685,RT @voteforpjm: My 2022 #SpotifyWrapped https://t.co/JEYzqMbIkZ,Kurniaw50025438,8
2022-12-01 02:32:12+00:00,1598142891834372096,"Gracias, @zaynmalik, por haberme hecho compaa durante 4.365minutos en 2022. No he parado de escuchar River Road. https://t.co/W3D8Y2s4ek",tigghtrope,13
2022-12-01 02:32:12+00:00,1598142891301347329,"Thanks @taylorswift13 for spending 9,350 minutes with me in 2022. I couldnt stop listening to Lavender Haze. https://t.co/3Llyj1GheP",britnihickey,37
2022-12-01 02:32:11+00:00,1598142891251027968,"Hello to my Top Artists!!  

#SpotifyWrapped 
#BelleMariano #DonnyPangilinan https://t.co/JpxUWHdymm",everydayxxann,121
2022-12-01 02:32:11+00:00,1598142890986786816,RT @DonHaci: #SpotifyWrapped https://t.co/oHojMNfn6c,repun_,192
2022-12-01 02:32:11+00:00,1598142890781609985,"Thanks @offmenuofficial for being my top podcast on @Spotify this year. I loved all 4,763 minutes of it. https://t.co/OWTv4nwdNm",jakcreative,538
2022-12-01 02:32:11+00:00,1598142890261516289,"Terima kasih, IV Of Spades, karena sudah menghabiskan 398 menit bersama saya di 2022. Saya tidak bisa berhenti mend https://t.co/MPBbnRqvOd",Ivaanhadian,729
2022-12-01 02:32:11+00:00,1598142890156634112,"Thanks Mac DeMarco for spending 3,473 minutes with me in 2022. I couldnt stop listening to My Kind of Woman. https://t.co/1A4Q4P90rZ",l1terallylen,3
2022-12-01 02:32:11+00:00,1598142889841729537,RT @googiefolder: #SpotifyWrapped https://t.co/H7ZDRIFwMX,koogiggIes,75
2022-12-01 02:32:11+00:00,1598142889342951424,"my #SpotifyWrapped 2022.
teteup BTS tiap tahun.
dan tentu saja ada my bias Yoongi and Hoseok in my wrapped https://t.co/hn6ywQTst7",indahwulwul,1551
2022-12-01 02:32:11+00:00,1598142889212936193,"RT @SpotifyChartsTW: .@JYPETWICE was #1 Most Streamed Female Group on Spotify USA in 2022. They were also the #2 Most Streamed K-Pop Act, b",stansquaredd,322
2022-12-01 02:32:11+00:00,1598142888671850496,"RT @PJM_data: ""With You"" was the Most Streamed Song by K-Pop Soloists and Most Streamed Korean OST on Spotify South Korea in 2022! 

""Wi",__fnbts7,31
2022-12-01 02:32:11+00:00,1598142888302776321,"Wow @Melluvchai , we can see @khaibahar94_  is your favourite! 

#khaibahar
#SpotifyWrapped https://t.co/sWEmH0GgR2",KhaiBaharEmpire,6260
2022-12-01 02:32:11+00:00,1598142888244051968,RT @pxxxblo: #SpotifyWrapped https://t.co/8ffVejTjlq,hijosdput__,4
2022-12-01 02:32:10+00:00,1598142886985748482,"Who the H is ""Bootie Brown""? 
This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/1C5VmmkdJS",AKauwela,106
2022-12-01 02:32:10+00:00,1598142886704713729,Thanks @lilnasx for spending 872 minutes with me in 2022. I couldnt stop listening to Panini. #SpotifyWrapped https://t.co/4YxkTi0kzp,nazmidzhainoll,227
2022-12-01 02:32:10+00:00,1598142886608277504,@pierrebourne helped me throughout the year frl  #MusicNFTs #musictwitter #musicNFT #TrendingNow #Trending #trend https://t.co/HoytZKg9SM,endobloom,132
2022-12-01 02:32:10+00:00,1598142886063005697,"Yo s escucho sus canciones top de #SpotifyWrapped , amigos.",DarkChochiman,149
2022-12-01 02:32:10+00:00,1598142885815205888,Thats a wrap.  #SpotifyWrapped https://t.co/NeHtMMaWBf,lynneaosborn,957
2022-12-01 02:32:10+00:00,1598142885358358528," Billkin  4,795  2022    #SpotifyWrapped https://t.co/2edO7zO8tF",Savettstales,72
2022-12-01 02:32:10+00:00,1598142885064740865,RT @zoomeralt: damn #SpotifyWrapped https://t.co/T2B4BNcIOl,0ozgo0,201
2022-12-01 02:32:10+00:00,1598142885031186434,"Thanks Turnstile for spending 1,424 minutes with me in 2022. I couldnt stop listening to HOLIDAY. #SpotifyWrapped https://t.co/nwJNvhC7A4",Rickers_,730
2022-12-01 02:32:10+00:00,1598142884615974916,"RT @Jhope_spain: Traduccin del mensaje de #JHOPE para #SpotifyWrapped 

Hola Spotify, este es J-hope de BTS. Es un honor ser uno de sus me",Bitibitiii_,16
2022-12-01 02:32:10+00:00,1598142884464963585,RT @MileyCyrusBz: #SpotifyWrapped is OUT now! Is Miley Cyrus on your TOP artists &amp; songs lists? Let us know  https://t.co/UfLPl40Pmg,JDKENNEDIE,491
2022-12-01 02:32:10+00:00,1598142884041326592,"RT @spotify_data: Most streamed artists in the Philippines on Spotify in 2022: #Spotifywrapped 

#1 @taylorswift13 
#2 @BTS_twt 
#3 @zackta",shawnthelobster,1827
2022-12-01 02:32:10+00:00,1598142883504193538,Thanks @NEEDTOBREATHE for spending 751 minutes with me in 2022. I couldnt stop listening to Seasons. https://t.co/DBtg1fagqf,abigailgwarren,109
2022-12-01 02:32:09+00:00,1598142881864519680,Thanks @eminem for spending 608 minutes with me in 2022. I couldnt stop listening to White America. #SpotifyWrapped https://t.co/FSyJ0xFf27,XkveyYT,175
2022-12-01 02:32:09+00:00,1598142881243738112,"RT @kiss_seven7:  Mensaje de artista de Jin para #SpotifyWrapped 2022

: Hola a todos, soy #Jin de BTS. Me gustara expresar mi gratitud",ValThJk,3923
2022-12-01 02:32:09+00:00,1598142880279072768,RT @btschartdata: This tweet is for ARMY to share their #SpotifyWrapped and Apple Replay ,InnerMeli,446
2022-12-01 02:32:09+00:00,1598142879633145856,"Thanks @charlieputh for spending 1,013 minutes with me in 2022. I couldnt stop listening to That's Hilarious. As i https://t.co/3Fv7JruveL",sophia_stitious,4
2022-12-01 02:32:09+00:00,1598142879037554688,RT @ThePopTingz: #BLACKPINKs Lisa was the most streamed K-Pop female soloist globally on Spotify in 2022. #SpotifyWrapped https://t.co/20F,Jeeeeeeeeee0327,287
2022-12-01 02:32:09+00:00,1598142879016587265,"Thanks Joe Jackson for spending 2,992 minutes with me in 2022. I couldnt stop listening to On Your Radio. https://t.co/pb9FBxVDmG",samantha_desuze,357
2022-12-01 02:32:09+00:00,1598142879012073472,Thanks The Mekanix for spending 85 minutes with me in 2022. I couldnt stop listening to Mr. Police. #SpotifyWrapped https://t.co/HmRVPURbAn,4rAx,2636
2022-12-01 02:32:09+00:00,1598142878936887296,5555555 #SpotifyWrapped #ENHYPEN https://t.co/v9GFrapWof,onzepp,214
2022-12-01 02:32:09+00:00,1598142878764609538,"Thanks @1gunnagunna for spending 6,413 minutes with me in 2022. I couldnt stop listening to Banking On Me. https://t.co/5rP3XQ5SEC",kaporundatgang,1
2022-12-01 02:32:08+00:00,1598142878592925697,Thanks Faye Webster for spending 599 minutes with me in 2022. I couldnt stop listening to Sometimes. https://t.co/GHq9VxpTAz,mjosund4now,0
2022-12-01 02:32:08+00:00,1598142878328684544,"RT @billboardskz: ""MANIAC"" and ""Thunderous"" are among the Top 50 most-streamed K-pop songs of this year on global Spotify!

Top K-pop Track",SAREENA1992,96
2022-12-01 02:32:08+00:00,1598142878038913024,"RT @kchartsmaster: Most Streamed K-pop Artists Globally on Spotify in 2022: #SpotifyWrapped 

#1 @BTS_twt
#2 @BLACKPINK
#3 @JYPETWICE 
#4 @",Hwangjin2503,1223
2022-12-01 02:32:08+00:00,1598142878009921536,"RT @ReverendWarnock: Runoff Season is almost over. Vote on or by Dec. 6th, yall! BTW my #SpotifyWrapped just dropped. https://t.co/dclLbiq",MasterRBert,400
2022-12-01 02:32:08+00:00,1598142877800226817,RT @bemehealthcare: Thanks for all the love and support this year! We look forward to sharing even more episodes of #BeingMePodcast in 2023,NickiTessler,182
2022-12-01 02:32:08+00:00,1598142877645041664,"RT @tswifterastour: SWIFTIE XMAS GIVEAWAY

To celebrate this years #SpotifyWrapped, well be giving away one of each of the following it",macieaschenbeck,229
2022-12-01 02:32:08+00:00,1598142876227342336,"
 2022  @Spotify  #SpotifyWrapped  
https://t.co/DXjT78aKNh",SamakornKaewpl1,224
2022-12-01 02:32:08+00:00,1598142876080226304,"RT @PJM_data: ""With You"" was the Most Streamed Song by K-Pop Soloists and Most Streamed Korean OST on Spotify South Korea in 2022! 

""Wi",mhywinterbear_,355
2022-12-01 02:32:08+00:00,1598142876076363777,"RT @deukaefied: My wrapped full of dreamcatcher song 
. 
This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! http",BlueSN_9Sky,282
2022-12-01 02:32:08+00:00,1598142875568865281,"RT @BeautifulSoulB7: 2022 #SpotifyWrapped(1  ) @BTS_twt 

  
  
   
  Top5 

",chim_luv_chim,29
2022-12-01 02:32:07+00:00,1598142873576214528," Untitled Case  @Spotify   2,162  https://t.co/Dkh703Nthm",stateof_g,232
2022-12-01 02:32:07+00:00,1598142872947396608,Thank you for all the love and support this year! #SpotifyWrapped #2022ArtistWrapped https://t.co/kpCnja6xdv,proteekmandal,535
2022-12-01 02:32:07+00:00,1598142872809013249,"RT @LISAonSpotify: Despite not releasing music since 2021 and with only 3 tracks, in 2022 #LISA is the

 Most streamed K-pop female solois",IminNormee,88
2022-12-01 02:32:07+00:00,1598142872657616896,"RT @PGATOUR2K: If you know, you know! #SpotifyWrapped https://t.co/GNYZWwpHz0",irsyadbustomi,246
2022-12-01 02:32:07+00:00,1598142871546507265,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/6KxnWCiATO",erejeansotrue,71
2022-12-01 02:32:07+00:00,1598142871399731200,"Thanks @marinadiamandis for spending 2,975 minutes with me in 2022. I couldnt stop listening to Are You Satisfied? https://t.co/arhgz9CteA",IcyMushtomb,33
2022-12-01 02:32:06+00:00,1598142870258876418,"RT @glumsush: @SpookyWetDreams
Thanks Spooky Wet Dreams for spending 4,042 minutes with me in 2022. I couldnt stop listening to Seru. #Spo",ZeSpoooky,3373
2022-12-01 02:32:06+00:00,1598142870162407424,"Thanks @ladygaga for spending 3,921 minutes with me in 2022. I couldnt stop listening to Hold My Hand. https://t.co/w7iD7aMiDq",craazymonstter,4584
2022-12-01 02:32:06+00:00,1598142870028169218,Thanks Darden Smith for spending 736 minutes with me in 2022. I couldnt stop listening to Running Out of Time. https://t.co/URnzMzPJAz,GillespieMarks,87
2022-12-01 02:32:06+00:00,1598142870007218178,"Thanks @metallica for spending 5,810 minutes with me in 2022. I couldnt stop listening to Enter Sandman (Remastere https://t.co/utHyD2R0b2",Nikolia1Nikolia,228
2022-12-01 02:32:06+00:00,1598142868455297024,"Thanks @pledis_17 for spending 6,648 minutes with me in 2022. I couldnt stop listening to I can't run away. https://t.co/dDeR2XJgi3",four_seasonie,223
2022-12-01 02:32:06+00:00,1598142868333690880,"RT @Ederlin0417:  Mensaje de J-hope para #SpotifyWrapped 2022

: Hola Spotify!
: Soy #JHOPE de BTS. Es un gran honor ser uno de sus m",estrellagomezs1,747
2022-12-01 02:32:06+00:00,1598142868224606209,RT @StreamArmyMx: @btschartdata Here #SpotifyWrapped https://t.co/bKdH02i5OO,Alejand04938042,15
2022-12-01 02:32:06+00:00,1598142868152995841,"Thanks Jackson Wang for spending 2,752 minutes with me in 2022. I couldnt stop listening to Cruel. #SpotifyWrapped https://t.co/L51YQvHHNj",ndahsizhu,236
